*HASH_VALUE	title_id	name	women_name
_644C556B01400116	gn_green_seed_volunteer	普通志愿者	
_2677B899A5787FAB	gn_guard_inv_1	卫兵	
_2677B899A57883AB	gn_guard_inv_2	卫兵	
_09592DFADF44F498	gn_kami_sentinel	Kami 哨卫	
_5F79285F42CDEDF3	gn_karavan_guard_h_1	Karavan 守护者	
_39E8DDB6035F70FD	gn_karavan_guardian	Karavan 守护者	
_81DF25198B97A80A	gn_levier_volunteer	普通志愿者	
_06ED994C4EDB1DCF	gn_leviers_noble	普通战争首领	
_6BD74435AFB8D096	gn_matis_officer	Matis 军官	
_628B6CAD6AB92C9C	gn_matis_voluteer	Matis 守卫	
_B875480402405716	gn_mystical__adept	新锐大师法师	
_0C0D4D76346F8D2A	gn_professionnal	老练强力射手	
_2DB778352D38BA9C	gn_zorai_officer	Zoraï 军官	
_66A8630CEAB89CED	gn_zorai_voluteer_f	Zoraï 守卫	
_14B9F493A7FD7884	fct_steward	 （管家）	
_A60BCD9FF551E100	fct_k_pactgiver	 （Kami 契约授予者）	
_C835544345DE31D6	fct_kv_pactgiver	 （Karavan 契约授予者）	
_87E51509F5291577	fct_kitin_mg_1	 （Kitin 威胁监视者）	
_87E51509F5291977	fct_kitin_mg_2	 （Kitin 威胁监视者）	
_87E51509F5291D77	fct_kitin_mg_3	 （Kitin 威胁监视者）	
_87E51509F5292177	fct_kitin_mg_4	 （Kitin 威胁监视者）	
_3FCD2DC92075146F	fct_goo_obs	 （胶质观察者）	
_2459F030D15C6A9E	fct_bg	 （保镖）	
_1EE570945970A0B0	fct_kami_adept	 （Kami 信徒）	
_6CE520262C272D41	fct_larmor_merchant	 （轻甲商人）	
_8B063650BE46513E	fct_marmor_merchant	 （中甲商人）	
_CEC636262C272D2F	fct_harmor_merchant	 （重甲商人）	
_E8C2E2AB12F1C516	fct_ctool_merchant	 （制造工具商人）	
_C7C2E6A21071C139	fct_ttool_merchant	 （驯兽工具商人）	
_46397A6690A2A529	fct_htool_merchant	 （采集工具商人）	
_32214E28C1BED0C7	fct_shield_merchant	 （盾牌商人）	
_EBFB3438BF0A71F2	fct_ammo_merchant	 （弹药商人）	
_919CA19DDAA4D948	fct_rangeweapon_merchant	 （远程武器商人）	
_DBF2A497BA13E943	fct_meleeweapon_merchant	 （近战武器商人）	
_ADE0C9FD9644E8C0	fct_stableboy_merchant	 （男马夫）	
_7996632501A4593B	fct_rm_merchant	 （原材料商人）	
_2EAB05EA910C19BE	fct_jewel_merchant	 （宝石商人）	
_AA2B200E2D36C3C5	fct_tool_merchant	 （工具商人）	
_70F01D08DCBDE22A	fct_plarmor_merchant	 （轻甲配方商人）	
_8F1133326EDC0A26	fct_pmarmor_merchant	 （中甲配方商人）	
_D2D13308DCBDD21C	fct_pharmor_merchant	 （重甲配方商人）	
_67DC179F14F41E56	fct_parmor_merchant	 （护甲配方商人）	
_6042CC304B5EAAC5	fct_pctool_merchant	 （制造工具配方商人）	
_3F42D02749DEEAD7	fct_pttool_merchant	 （驯兽工具配方商人）	
_BEB964EBC90F9ED3	fct_phtool_merchant	 （采集工具配方商人）	
_53877FC88D83DD4B	fct_ptool_merchant	 （工具配方商人）	
_364B7705315585A9	fct_pshield_merchant	 （盾牌配方商人）	
_945793F5DF57478B	fct_pammo_merchant	 （弹药配方商人）	
_34E7EFB6CA0DB3F8	fct_prangeweapon_merchant	 （远程武器配方商人）	
_7E3DF2AEAADC9FF8	fct_pmeleeweapon_merchant	 （近战武器配方商人）	
_E83DEC0A055E761D	fct_prm_merchant	 （原材料配方商人）	
_A62BEF654E075666	fct_pjewel_merchant	 （宝石配方商人）	
_AA2319C048ABD076	fct_mf_welcomer	 （近战战士公会迎宾员）	
_FD25F4C9262CF297	fct_rf_welcomer	 （远程战士公会迎宾员）	
_61BD0474ED26592D	fct_mh_welcomer	 （治疗施法者公会迎宾员）	
_61ADF43F30FF58F1	fct_mb_welcomer	 （增益施法者公会迎宾员）	
_909C344AEF81E95D	fct_ma_welcomer	 （进攻施法者公会迎宾员）	
_061720C2F34C9125	fct_t_welcomer	 （商人公会迎宾员）	
_376864BFF40BEDAB	fct_h_welcomer	 （游侠公会迎宾员）	
_7F8454BBF7BB39C9	fct_f_welcomer	 （工匠公会迎宾员）	
_A5657CBE7FDECF61	fct_welcomer	 （公会迎宾员）	
_015226EF338D0839	fct_p_caretaker	 （Homin 公寓管理员）	
_3E3226F7299DCE6C	fct_g_caretaker	 （公会公寓管理员）	
_E519A4C75ED1939F	fct_caretaker	 （管理员）	
_B52DAAA1521B7120	fct_mf_chief	 （近战战士公会会长）	
_B7B61AEE5A87959D	fct_rf_chief	 （远程战士公会会长）	
_9B308580B8C348B3	fct_mh_chief	 （治疗施法者公会会长）	
_FF89948078835CBD	fct_mb_chief	 （增益施法者公会会长）	
_09E3463D348484B8	fct_ma_chief	 （进攻施法者公会会长）	
_2DE15522C48C2BE5	fct_t_chief	 （商人公会会长）	
_B30E653382BD3BE5	fct_h_chief	 （采集者公会会长）	
_EB801C08755C0FE7	fct_f_chief	 （工匠公会会长）	
_EB80452EC33FA0E9	fct_mission_officer	 （任务专员）	
_52AA28B8A564B964	fct_mv_guard	 （Yrkanis 卫兵）	
_BDBFAD6B2D3FF9CF	fct_mv_guardchief	 （Yrkanis 卫兵队长）	
_51DA74AEE1A1531A	fct_ma_guard	 （Natae 卫兵）	
_2B7F797EABFCC0E4	fct_ma_guardchief	 （Natae 卫兵队长）	
_51DA7CAE5FA1571A	fct_mb_guard	 （Davae 卫兵）	
_2B7F7980AB5CC4E4	fct_mb_guardchief	 （Davae 卫兵队长）	
_51DA54AEEBB3621A	fct_mc_guard	 （Avalae 卫兵）	
_2B7F7976AB7F4DA6	fct_mc_guardchief	 （Avalae 卫兵队长）	
_934C39F8D52E7365	fct_mf_guard	 （边境卫兵）	
_BE7B1B4740912E20	fct_tax_collector	（收税官）	
_A42A681392D4B3A5	fct_tribe_chief	（部落首领）	
_D2B1C889DEC55B75	fct_barman	 （酒保）	
_51016F702E6A647A	fct_mayor	 （市长）	
_D6755C68AE259788	fct_amayor	 （市长助理）	
_6DEFA5986EB0A4F7	fct_natae_chief	 （Natae 村长）	
_6DEFA5986EF0A4E3	fct_davae_chief	 （Davae 村长）	
_ECAD5722C19AA1DB	fct_avalae_chief	 （Avalae 村长）	
_688A5BE31E95375E	fct_counselor	 （国王顾问）	
_62AB98824E56CEAF	fct_cutthroat	 （Matis 割喉者）	
_590498C825847C90	fct_bandit_chief	 （匪首）	
_6F5E3CC02C56331C	fct_mv_intendant	 （Yrkanis 行政官）	
_6E8E88B623C334D2	fct_ma_intendant	 （Natae 行政官）	
_6E8E90B6A1C338D2	fct_mb_intendant	 （Davae 行政官）	
_6E8E68B62DD543D2	fct_mc_intendant	 （Avalae 行政官）	
_5F8E80C426C388B6	fct_zv_intendant	 （Zora 行政官）	
_284A70BA2255F317	fct_za_intendant	 （Jen-Laï 行政官）	
_E54A70BEE355F51E	fct_zb_intendant	 （Min-Cho 行政官）	
_2FAC6B446B45E725	fct_zc_intendant	 （Hoï-Cho 行政官）	
_150A80CEA4C388A2	fct_fv_intendant	 （Pyr 行政官）	
_F0AF4CBDA5C3D815	fct_fa_intendant	 （Thesos 行政官）	
_B06E80CEA1C338CB	fct_fb_intendant	 （Dyron 行政官）	
_2F9F5CDFBC196111	fct_tv_intendant	 （Fairhaven 行政官）	
_6EBE1430BE19E922	fct_ta_intendant	 （Windermeer 行政官）	
_32AF40337B19C511	fct_tc_intendant	 （Crystabell 行政官）	
_6DBE70BA2D67D41C	fct_tb_intendant	 （Avendale 行政官）	
_42DA6CBC9EB29B64	fct_zv_guard	 （Zora 卫兵）	
_E1BB797C2EBD14F1	fct_zv_guardchief	 （Zora 卫兵队长）	
_0B965CB25CFD795F	fct_za_guard	 （Jen-Laï 卫兵）	
_39EDA878ACBC64E0	fct_za_guardchief	 （Jen-Laï 卫兵队长）	
_C8965CB61DFD7B66	fct_zb_guard	 （Min-Cho 卫兵）	
_FB5DA878ADEC6860	fct_zb_guardchief	 （Min-Cho 卫兵队长）	
_12F8573CE4536D6D	fct_zc_guard	 （Hoï-Cho 卫兵）	
_BCAF01374E0E69DC	fct_zc_guardchief	 （Hoï-Cho 卫兵队长）	
_91566CC6DE60DF4D	fct_fv_guard	 （Pyr 卫兵）	
_E129987CB11D14DD	fct_fv_guardchief	 （Pyr 卫兵队长）	
_2CE3104044200DA7	fct_fv_rookieguard	 （Pyr 见习卫兵）	
_BD1FC16F6D5DC006	fct_fa_guardchief	 （Thesos 卫兵队长）	
_D3FB38B51ED15E5D	fct_fa_guard	 （Thesos 卫兵）	
_2B0FB17CB15CC4DD	fct_fb_guardchief	 （Dyron 卫兵队长）	
_93BA6CC65FA15713	fct_fb_guard	 （Dyron 卫兵）	
_934C39F8D52E735E	fct_ff_guard	 （边境卫兵）	
_12EB48D75DC1E759	fct_tv_guard	 （Fairhaven 卫兵）	
_39AFBD73F562A961	fct_tv_guardchief	 （Fairhaven 卫兵队长）	
_510A00285FC16F6A	fct_ta_guard	 （Windermeer 卫兵）	
_7D7F85A149E35558	fct_ta_guardchief	 （Windermeer 卫兵队长）	
_15FB2C2B1CC14B59	fct_tc_guard	 （Crystabell 卫兵）	
_3970C1AC0A125D4D	fct_tc_guardchief	 （Crystabell 卫兵队长）	
_500A5CB2670F5A64	fct_tb_guard	 （Avendale 卫兵）	
_FC3F8578AC7FED12	fct_tb_guardchief	 （Avendale 卫兵队长）	
_934C39F8D52E7372	fct_zf_guard	 （边境卫兵）	
_0297D1CD54797810	fct_stablegirl_merchant	 （女马夫）	
_943940932D09AC20	fct_barmaid	 （女酒保）	
_65A97CB129288099	fct_civil		
_E4874B11D2C45BA0	fct_sage	 （贤者）	
_E3A8FCAF9F9087A4	fct_craftsman	 （工匠）	
_A5E99FB9B1F8BF7A	fct_supplier	 （补给官）	
_18F78C9D1E59A448	fct_hunter	 （猎人）	
_759998B5AB7598C6	fct_hunter_chief	 （猎人首领）	
_D421E8995A435B7B	fct_bandit	 （强盗）	
_07566EBE2DE9E060	fct_actor	 （男演员）	
_55EA849CB2EAC024	fct_actress	 （女演员）	
_C849FC3887897C7C	fct_kami_master	 （Kami 大师）	
_61E66A3EFC6060BF	fct_karavan_officer	 （Karavan 军官）	
_DC332A0753F9F828	fct_newb_welcomer	 （迎宾员）	
_84254396E02CF43B	fct_newb_a	 （Stalli 卫兵）	
_3D4EB029FB5CE9BC	fct_newb_a_chief	 （Stalli 卫兵队长）	
_D3211B8FE889F438	fct_newb_b	 （Borea 卫兵）	
_F34A88223F0BA5BC	fct_newb_b_chief	 （Borea 卫兵队长）	
_84A53F9E647BE03B	fct_newb_c	 （Nistia 卫兵）	
_3DCEAC317FABD5BC	fct_newb_c_chief	 （Nistia 卫兵队长）	
_15254F93AACAFCFE	fct_newb_d	 （Rosilio 卫兵）	
_CE4EBC267F0BE5E5	fct_newb_d_chief	 （Rosilio 卫兵队长）	
_D3214798A4292038	fct_newb_e	 （Miani 卫兵）	
_F34AB42BFBABD1BC	fct_newb_e_chief	 （Miani 卫兵队长）	
_D323BF18A9D8CB24	fct_newb_za	 （Qaï-Lo 卫兵）	
_7ADC0CE36AAFD00E	fct_newb_za_chief	 （Qaï-Lo 卫兵队长）	
_5204BF972603CF69	fct_newb_zc	 （Nen-Xing 卫兵）	
_F9BD0C626B106D53	fct_newb_zc_chief	 （Nen-Xing 卫兵队长）	
_43E5C48EE754EF52	fct_newb_zb	 （Sheng-Wo 卫兵）	
_EA9E11592C618D3C	fct_newb_zb_chief	 （Sheng-Wo 卫兵队长）	
_52A4BF97D898EB5C	fct_newb_ze	 （Yin-Piang 卫兵）	
_F95D0C62B6A58946	fct_newb_ze_chief	 （Yin-Piang 卫兵队长）	
_5534BF18E7A7D669	fct_newb_zd	 （Koï-Zun 卫兵）	
_FCED0CE3ED4E7453	fct_newb_zd_chief	 （Koï-Zun 卫兵队长）	
_91F1889EA8D88820	fct_newb_fa	 （Aegus 卫兵）	
_9FAAD569EBF055A7	fct_newb_fa_chief	 （Aegus 卫兵队长）	
_52E678946528D673	fct_newb_fc	 （Sekovix 卫兵）	
_F99FC55F6BCF745D	fct_newb_fc_chief	 （Sekovix 卫兵队长）	
_9365708EA977CB24	fct_newb_fb	 （Kaemon 卫兵）	
_3A1EBD596A4ED00E	fct_newb_fb_chief	 （Kaemon 卫兵队长）	
_557550956467D66E	fct_newb_fe	 （Galemus 卫兵）	
_FC2E9D606A0E7458	fct_newb_fe_chief	 （Galemus 卫兵队长）	
_93859CA26BC8CB24	fct_newb_fd	 （Phyxon 卫兵）	
_3A3EE96D2C9FD00E	fct_newb_fd_chief	 （Phyxon 卫兵队长）	
_D335BC8E166A8832	fct_newb_ta	 （Aubermouth 卫兵）	
_7AEE0959F477261C	fct_newb_ta_chief	 （Aubermouth 卫兵队长）	
_51B5A09B2543E367	fct_newb_tb	 （Barkdell 卫兵）	
